sample_id,content,label,has_url,has_phone_number,sender_type,category,obfuscation_level,data_origin
ViSmish_08582,"NHÀ CÁI KING88 TRAO TRẢN ĐẸP NHẤT – NHẬN NGAY 150K MIỄN PHÍ! Chơi Bầu Cua, Lì Xì, Tá Lả, Poker... Liên hệ: king88vip.com/dangky Mã giới thiệu: K8VIP2024",1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,paraphrased
ViSmish_08583,**Tuyển dụng ngay!** Công việc: Xử lý đơn hàng online tại nhà. Mức lương hấp dẫn: 600k-1.2tr/ngày. Yêu cầu: 18-50 tuổi. Liên hệ ngay: zalo.me/84344556688,1,1,1,personal_number,Tuyển dụng giả,Level 3 - Dot/Dash,paraphrased
ViSmish_08584,Công ty F-Global tuyển gấp nhân viên đóng gói sản phẩm F-Kit tại nhà. Lương 1.200.000đ/ngày. Tuổi từ 22-60. Liên hệ: zalo.me/84398765432,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08586,"[Sacombank] Thong bao quan trong: Thong tin the cua QK Vu Thi F da bi lo. De bao mat, vui long goi 18006699 de cap the moi mien phi.",1,0,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,synthetic_hard_positive
ViSmish_08587,"ACB Cảnh Báo: Tài khoản của Quý Khách sẽ bị tạm ngưng giao dịch do vi phạm quy định. Vui lòng xác nhận ngay tại: http://acb.vn-uy.top trước 15h hôm nay, nếu không tài khoản sẽ bị khóa vĩnh viễn.",1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_08588,"Công ty Sunny Recruitment tuyển dụng nhân viên xử lý đơn hàng, nhận từ xa 12-20 ca. Mức lương 950.000đ/ngày. Độ tuổi 18-55. Liên hệ: zalo.me/84765432101 Zalo: 84765432101",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08589,"V9Bet_Xtreme: TẶNG-app-nhận-vàng-khổng-lồ-2K. x5-nạp-đầu. TLMN, B.ầu-Đ.á. Link: https://v9v9.top/mX5c",1,1,0,personal_number,Cờ bạc / Betting,Level 3 - Dot/Dash,paraphrased
ViSmish_08590,BV Nhan Dan 115: Ket qua chup MRI cua BN Phan Van Thanh da co. Moi ban truy cap link 115.org.vn/ketqua de xem ket qua.,0,1,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_08592,Công ty T&T cần tuyển 5 người xử lý đơn hàng online cho shop thời trang. Mức lương hấp dẫn 800k-2tr/ngày. Độ tuổi từ 18-60. Liên hệ: zalo.me/84986665555,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08593,"[Cap Nuoc] TB: Do su co be duong ong, khu vuc duong Kha Van Can se bi cup nuoc tu 22:00 hom nay den 04:00 sang mai. Quy khach vui long du tru nuoc.",0,0,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_08594,"**** Giải_tri_3K~Bac_xe_vui_20M_hoa_hong, Zalo: 0987654321. Link: 3kwin.vn/tXy",1,1,1,shortcode,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_08596,"Chị Trang, bên công ty em đang tuyển CTV gõ văn bản tại nhà, không cọc không phí, rảnh làm bận nghỉ. Chị quan tâm thì nhắn Zalo trưởng phòng em 0934567890.",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_08597,"BHXHVN: ƯU ĐÃI ĐẶC BIỆT - NHẬN TRỢ CẤP KHẨN CẤP TỪ CHÍNH PHỦ. Quyết định số 2024-TT/CP, mức hỗ trợ 15 triệu đồng/hộ gia đình. Truy cập ngay www.naptrucap.online để đăng ký. LƯU Ý: THỜI HẠN ĐĂNG KÝ SẮP KẾT THÚC!",1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_08598,Hoàn thuế TNCN: Bạn đủ điều kiện nhận hoàn thuế. Truy cập ngay www.taxrefund24h.top. QUÁ HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_08600,Shopee: Don hang #240509ZXCVBN cua ban da giao thanh cong. Vui long xac nhan da nhan hang tren app Shopee.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_08602,"NÀY_BẠN! Bất ngờ kiếm 250tr mỗi tháng từ sàn ABC123. CHỈ cần bỏ ra 30 phút mỗi ngày, KHÔNG vốn vẫn có thể khởi nghiệp. Cơ hội siêu hot - ĐĂNG KÝ NGAY!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 2 - Leet nặng,paraphrased
ViSmish_08604,"Highland Coffee: Chuc mung sinh nhat Quy khach, Highland Coffee tang voucher Mua 1 Tang 1 ap dung trong thang sinh nhat. Han dung 30/06/2025.",0,0,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08605,[QC] Viettel: Trai nghiem 5G sieu toc do mien phi 20GB/30 ngay. Soan 5GKM gui 191 de nhan uu dai. Ap dung cho thue bao nhan duoc tin nhan. Tu choi QC soan TC3 gui 199.,0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_08606,[Lazada VN] Canh bao: Don hang #SPE2025123456 cua ban co dau hieu gian lan. Can xac nhan lai don bang cach goi so 19001234 trong 2h.,1,0,1,brandname,Khác,Level 4 - Mixed special characters,synthetic_hard_positive
ViSmish_08607,Lazada: 992183 la ma xac thuc de thay doi so dien thoai. Khong cung cap ma cho nguoi la.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_08609,Ghé thăm: fb.com/htx_hinh_nhan_ao ngay! Khám phá thư viện ảnh độc lạ. Liên hệ qua page chat nhé!,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08610,"Chúng tôi (Cty Sunny Goods) cần tuyển gấp 5 nhân viên kiểm hàng tại nhà. Mức lương 1.200.000đ/ngày, trả ngay sau khi hoàn thành. Độ tuổi từ 20-55. Zalo: 0987654321",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08611,"Meko tuyển nhân viên nhập liệu online. Lương 1 triệu/ngày. Độ tuổi từ 18-70. Không yêu cầu kinh nghiệm, chỉ cần máy tính và mạng ổn định. Liên hệ qua Telegram: @MekoJob24",1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08612,"[TB] Viettel thông báo: Gói cước ST10K của Quý khách đã hết hạn sử dụng. Để tiếp tục nhận 2GB data/3 ngày, soạn ST10K gửi 191 (10.000đ/lần đăng ký). Trân trọng.",0,0,1,shortcode,Viễn thông,NONE,synthetic
ViSmish_08613,[VNU-HCM] Chuc mung sinh vien da dat hoc bong khuyen khich hoc tap HK2. Moi sinh vien xem danh sach va huong dan nhan tai website vnu-hcm.edu.vn,0,1,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_08614,"CÔNG TY TINH HOA tuyển nhân viên bán hàng online. Thu nhập 400k-800k/ngày, làm từ xa. Độ tuổi 20-60. Liên hệ Fanpage: fb.com/tinhhoaonline",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08615,"Anh ơi, em tên Linh, vừa kiếm 50 triệu/tháng từ việc đầu tư vào sàn TradeX siêu lợi nhuận. Siêu đơn giản, toàn tiền ảo thôi, không tốn vốn.",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_08616,BV 108: Nhac lich tiem phong be Nguyen Thu Thuy ngay 28/10 luc 14h00 tai Khoa Nhi. Tran trong cam on.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_08617,"Chào bạn, mình thấy số điện thoại của bạn qua hội nhóm, thấy ảnh đại diện dễ thương nên muốn làm quen, add zalo mình nhé 0909998877.",1,0,1,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_08618,[Tiệm tóc Minh] Xac nhan lich cat toc cua ban luc 15h chieu nay. Hen gap ban!,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08619,Hà Nội – Facebook: Tìm bạn bè cùng quan hệ bí mật tại thủ đô. Tham gia nhóm kín: fb.com/groups/hnsecret99,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08621,Phong Lao dong Thuong binh Xa hoi: Nguyen Thi Xuan can bo sung giay to cho ho so cap phep kinh doanh so 18006699. Han chot ngay mai. Goi hotline 18006699 de duoc ho tro.,1,0,0,brandname,Dịch vụ công giả,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_08623,BookingCare: Ma xac thuc tai khoan cua ban la 441029. Ma nay se het han sau 10 phut nua.,0,0,0,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_08624,"NHÀ CÁI **F8BET** TRAO 200K NGAY KHI ĐĂNG KÝ! TỈ LỆ THƯỞNG X2 CHO NHỮNG KHOẢN NẠP ĐẦU TIÊN, RÚT TIỀN SIÊU TỐC KHÔNG CẦN NẠP THÊM. NHẤN VÀO ĐÂY: f8bet88.com/d9Fk",1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,paraphrased
ViSmish_08625,"Anh Trần Thế Vinh, CCCD: 060092113456 ơi! HÃY CHUẨN BỊ TINH THẦN ĐI! Bạn đang nợ HD Saison khoản tiền 8.564.300 VND. Phải thanh toán trước 18h ngày 10/10, không thì hậu quả sẽ khôn lường. Chúng tôi sẽ không ngại ngần liên hệ với thân nhân, cơ quan pháp luật để đòi lại khoản nợ. Gọi ngay 0987654321 nếu không muốn dây dưa vào chuyện không hay!",1,0,1,personal_number,Đòi nợ / Đe dọa,Level 2 - Leet nặng,paraphrased
ViSmish_08626,Agribank: Thong bao: Agribank trien khai chuong trinh khuyen mai cho vay nong nghiep. Chi tiet tai agribank.com.vn.,0,1,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_08627,"Chào bạn, muốn tìm hiểu về cộng đồng thú vị tại TPHCM? Hãy nhắn tin tới kênh @hcm_weird_V9z ngay nhé!",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08629,[VTP] VTP554433221: Dang phan loai tai kho TP.HCM. Du kien giao 21/04 (tu 8h-12h).,0,0,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_08630,"Mời bạn ghé thăm quán cà phê ""Mộng Đêm HCM"" – zalo.me/g/mongdem_x69. Cùng trải nghiệm những phút giây thư giãn thú vị!",1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08632,"Bộ Tư pháp: Tài khoản công dân điện tử của quý khách đang bị tạm ngưng do vi phạm điều khoản. Truy cập ngay http://gov-verify.net để xác nhận thông tin, tránh bị khóa vĩnh viễn.",1,0,1,personal_number,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_08636,Momo tuyển dụng cộng tác viên kiểm duyệt nội dung. Mức lương hấp dẫn 600.000 - 2 triệu đồng/ngày. Độ tuổi 18-60. Không yêu cầu kinh nghiệm. Liên hệ ngay: zalo.me/84987654321,1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08637,"Công ty TNHH Lợi Phúc tuyển gấp nhân viên chăm sóc khách hàng Amazon. Lương 1.000.000 đồng/ngày, toàn thời gian tại nhà. Độ tuổi 20 - 55. Liên hệ qua Zalo: zalo.me/84901234567 hoặc gọi 0901234567",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08638,"Chào bạn, mình là Linh. Tìm kiếm cách kiếm thu nhập thụ động siêu đơn giản, lợi nhuận 50-200 triệu/ngày. Không vốn vẫn có thể tham gia. Tham gia ngay tại đây: t.me/kienthucdautu",1,1,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_08641,Huyndz1 can tuyểm nhân viên xử lý đơn hàng online. Lương 600k-4tr/ngày. Độ tuổi 20-60. Liên hệ: zalo.me/84912345678 hoặc zalo 84912345678,1,1,1,personal_number,Tuyển dụng giả,Level 1 - Leet nhẹ,paraphrased
ViSmish_08643,Me oi mai con ve que som nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08644,Sendo: Don hang 443322110 cua Quy khach da duoc giao thanh cong. Quy khach vui long truy cap ung dung Sendo de xac nhan da nhan hang.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_08645,"Siêu May Mắn nạp 500k tặng ngay 1 triệu. Tham gia game Bắn Đại Bàng Siêu Bão, Siêu Xe Siêu Tiền rút về liền. Đăng ký ngay: t.ly/abcXYZ",1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08646,SACOMBANK: Tai khoản của quý khách vừa bị tạm ngưng giao dịch. Vui lòng truy cập sacombank24h.top để kích hoạt lại ngay.,1,1,0,shortcode,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_08650,"VIPBET tuyển đối tác hưởng hoa hồng siêu khủng lên tới 75%, thanh toán tức thì. Liên hệ Zalo: 0367891234. Truy cập ngay vipbet88.com",1,1,1,shortcode,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08651,Lotteria: Combo Family giam chi con 259k (gia goc 350k). Ap dung cho nhom 4 nguoi tai cua hang den 30/05/2026. Soan TC gui 9999.,0,0,1,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08653,[VPBank] Thông báo: Tài khoản di động của quý khách sẽ bị tạm ngưng vào 12h hôm nay. Truy cập vpb.vn-ud.com để kích hoạt ngay!,1,1,0,brandname,Giả mạo ngân hàng,Level 4 - Mixed special characters,paraphrased
ViSmish_08655,"**Mời bạn kết nối nhanh chóng:** Tìm kiếm bạn đời, bạn bè tâm giao. **Liên hệ ngay:** chat.zalo.me/m/100000567891234 **Chỉ vài giây là gặp gỡ thôi nhé!**",1,1,0,personal_number,Nội dung nhạy cảm,Level 4 - Mixed special characters,paraphrased
ViSmish_08656,[Eximbank] Bao cao bao mat: Co 19009999 dang co y dinh truy cap tai khoan Do Van I cua QK. Goi 19008888 ngay de kich hoat bao ve.,1,0,0,brandname,Giả mạo ngân hàng,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_08657,Nha hang Sen Tay Ho: Xac nhan dat ban luc 19h ngay 25/10 cho 4 nguoi.,0,0,0,brandname,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08658,"Trua nay an bun dau nhe, co gi 12h gap o cho cu nha.",0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08659,Bo Cong an: Canh bao hien tuong gia mao can bo CA goi dien yeu cau cai dat app la. Chi cai dat VNeID tu CHPlay/AppStore.,0,0,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_08660,[TB] Chú đã đủ điều kiện nhận trợ cấp theo Quyết định số QĐ-2023/4567. Truy cập ngay http://trilienghe.com/tro-cap để nhận tiền. Quá hạn sẽ không được chấp thuận!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 4 - Mixed special characters,paraphrased
ViSmish_08661,Bạn muốn trải nghiệm dịch vụ thú vị tại TP. Vũng Tàu? Hãy kết nối với chúng tôi qua đường link sau: zalo.me/g/vungtau_express,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08662,<>Rikvip888 siêu phẩm bùng nổ trúng thưởng siêu khủng. Tải app nhận ngay 100k. rikvip888.com/v2hK9,1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08663,KFC: Ma KFCFRIEND giam 40k cho don tu 200k khi ban gioi thieu nguoi quen su dung app KFC Vietnam. Han dung den 31/12/2026. kfc.com.vn,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08665,KFC: Tang 1 Kem Cone khi mua Combo bat ky tren 100k. Ap dung den 31/03/2026. kfc.com.vn. Tu choi QC soan TC gui 8079.,0,1,1,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08666,Cục Đăng Kiểm: Cảnh báo hồ sơ đăng ký xe của bạn sắp bị vô hiệu. Truy cập ngay https://kiemtra-xe.com để xác minh,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_08667,BV Bach Mai: Lich kham cua Nguyen Van Hoang tai Khoa Tim mach ngay 25/10 bi thay doi sang 08:00 ngay 27/10. Mong quy khach thong cam. LH 02438693731.,0,0,1,brandname,Dịch vụ y tế,NONE,synthetic
ViSmish_08669,Chu nhat nay di da bong ko may? San cu cho cu nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08677,Phong kham Au Co thong bao: Da co ket qua xet nghiem cua chi Tran Thu Ha. Chi co the qua lay hoac em gui ship cho chi nhe.,0,0,0,personal_number,Dịch vụ y tế,NONE,synthetic
ViSmish_08678,Chào quý khách! Quý khách vừa đủ điều kiện nhận khoản trợ cấp đặc biệt theo Quyết định 2024-11112. Vui lòng truy cập ngay https://xaswq.gq để hoàn tất thủ tục. CÁN 10/10/2024 SẼ HẾT HIỆU LỰC!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_08680,[GHN] GHNR998877665: Giao khong thanh cong lan 1. Lien he giao vien 0987654321 de hen lai lich giao.,0,0,1,brandname,Vận chuyển,NONE,synthetic
ViSmish_08681,"""Shoppee đang tìm kiếm cộng tác viên nhập liệu và kiểm duyệt sản phẩm. Mức thu nhập hấp dẫn 400k-1.8tr/ngày. Độ tuổi từ 18-65, làm việc tại nhà linh hoạt. Đăng ký ngay: zalo.me/84904567890""",1,1,1,personal_number,Tuyển dụng giả,Level 3 - Dot/Dash,paraphrased
ViSmish_08683,Cục Đăng Kiểm VN: Tài khoản xe của bạn vừa bị tạm dừng do nợ phí đường bộ. Xác minh ngay tại: https://kiemtra-xe.com,1,1,0,brandname,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_08689,MoMo thông báo: 1.500 điểm MoMo của bạn sẽ hết hạn vào 31/03/2025. Đổi ngay combo voucher ưu đãi ăn uống từ 50k tại mục Ưu đãi trên app momo.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08690,Công ty Global Mart tuyển cộng tác viên nhập liệu online. Lương 1.200.000 đồng/ngày. Độ tuổi 18 - 55. Zalo: 84799000222,1,0,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08691,"TÀI XỈU VIP 247 – Nhà cái uy tín nhất Châu Á, tỷ lệ thưởng lên đến 99.9%. Đăng ký ngay hôm nay qua zalo: 0987654321 để nhận ngay 500k tiền thưởng. #TaiXiuVIP #NhaCai247",1,1,0,personal_number,Cờ bạc / Betting,Level 4 - Mixed special characters,paraphrased
ViSmish_08692,Thông báo từ Trung tâm Kiểm soát Dịch bệnh: Tài khoản sức khỏe của bạn đã bị tạm khóa do không cập nhật hồ sơ y tế. Truy cập ngay https://vncdc-gov.site để xác minh ngay kẻo bị xử phạt!,1,1,0,shortcode,Dịch vụ công giả,Level 0 - Formal,paraphrased
ViSmish_08693,"CẢNH BÁO NGUY HIỂM : Quý khách vui lòng liên hệ ngay số 0987654321 trước 20:00 hôm nay để chứng minh nguồn gốc tài sản. Nếu không có sự hợp tác, tài khoản ngân hàng của quý khách sẽ bị phong tỏa toàn diện bởi cơ quan chức năng.",1,0,1,personal_number,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_08694,Công ty TNHH Xuân Mai tuyển gấp nhân viên tư vấn online. Lương 700k-1.5tr/ngày. Không yêu cầu kinh nghiệm. Độ tuổi 20-60. Zalo: zalo.me/84355678912 SĐT: 0355678912,1,1,1,personal_number,Tuyển dụng giả,Level 3 - Dot/Dash,paraphrased
ViSmish_08696,"[QC] Vietnamobile: CUOI TUAN RUC RO! Tang 100% gia tri the nap cho thue bao nhan duoc tin nhan nay vao ngay 23/11/2025. Nap ngay de nhan uu dai. Chi tiet goi 789. Tu choi QC, soan TC2 gui 123.",0,0,1,brandname,Viễn thông,NONE,synthetic
ViSmish_08698,Shopee: Don hang #241111ZXCVB33 da giao thanh cong. Hay chia se cam nhan cua ban ve san pham nhe.,0,0,0,brandname,Thương mại điện tử,NONE,synthetic
ViSmish_08699,"**Tin nhắn mới:** W8XnD1v-Casino nhận 5OOk, 1 v0ng cu0c thưởng 10.999k. Đơn giản, không lừa đảo. Nhanh tay! Fanpage: m.me/W8XnD1vCasino",1,1,0,personal_number,Cờ bạc / Betting,Level 2 - Leet nặng,paraphrased
ViSmish_08704,"[JobViet Nam Co. Ltd] Thong bao trung tuyen vong 1. Vi tri Ke toan - muc luong 15,000,000 VND. Can chuyen phi kiem tra lich su tu phap: 250.000 VND de vao vong 2.",1,0,0,brandname,Tuyển dụng giả,Level 0 - Formal,synthetic_hard_positive
ViSmish_08707,Chào bạn! Mình là Linh đây. Bạn có muốn kiếm thêm thu nhập 2 triệu/ngày không? Chỉ mất 5 phút thôi!,1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_08708,[CUC QUAN LY THUE] Thong bao: Ho so hoan thue cua ban da duoc chap thuan. Truy cap lien ket hoanthue-tax.com de nhan tien ngay.,1,1,0,shortcode,Dịch vụ công giả,Level 2 - Leet nặng,paraphrased
ViSmish_08711,ZaloPay: Tang goi qua tang 100k cho nguoi moi thanh toan tai Bach hoa xanh. Han dung 31/05/2026. Chi tiet: zalopay.vn.,0,1,0,brandname,Quảng cáo hợp lệ,NONE,synthetic
ViSmish_08714,"**Tin nhắn mới:** Tặng 3 lần nạp đầu lên đến 75K khi tải app. Đa dạng thể loại game đỉnh cao, thưởng nóng hổi. Liên hệ ngay: **sato888.vip/mN33v**",1,1,0,personal_number,Cờ bạc / Betting,Level 5 - Extreme noise,paraphrased
ViSmish_08716,"Nhắn tin ngay: 0987654321, nhận ngay 50 triệu lợi nhuận chỉ sau 1 tuần đầu tư trên ứng dụng SkyProfit!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_08719,Mega88_Tuyển Cộng Tác Viên_Thưởng đến 70%,1,1,1,shortcode,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08720,"Chào bạn, mình là chuyên viên tư vấn tài chính uy tín. Tài khoản đầu tư siêu lợi nhuận của bạn đã sẵn sàng: 1809274561028. Ngân hàng VPBank. CT CP ĐẦU TƯ XUẤT NHẬP KHẨU TOÀN CẦU. Nhận ngay tiền lãi 15% mỗi tháng!",1,0,0,personal_number,Crypto / Đầu tư giả,Level 0 - Formal,paraphrased
ViSmish_08721,"Tiki đang tuyển dụng cộng tác viên online xử lý đơn hàng thương mại điện tử. Mức thu nhập hấp dẫn từ 400–1.200k/ngày, hoàn toàn không cần đến công ty. Độ tuổi từ 20-55. Liên hệ ngay: Zalo: zalo.me/84912345678 Hotline: 0912345678",1,1,1,personal_number,Tuyển dụng giả,Level 0 - Formal,paraphrased
ViSmish_08722,"Siêu Betting Thần Tốc, tỷ lệ thưởng siêu khủng, hỗ trợ 24/7, rút tiền siêu nhanh. Liên hệ: superbt.com",1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08723,GHTK-GHTK5566778899: Dang phan loai tai kho Da Nang. Du kien giao 23/05 (tu 8h-12h). Theo doi tai https://ghtk.vn,0,1,0,brandname,Vận chuyển,NONE,synthetic
ViSmish_08724,"TECHCOM: Giao dịch khả nghi 20 triệu vừa phát sinh. Truy cập techcom-kiemtra.com ngay để xác minh giao dịch, tránh khóa tài khoản.",1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_08725,"[MSB] TK ****1182 -48,500,000VND luc 16:05. So du: 10,200,000VND. ND: Thanh toan bao hiem.",0,0,0,brandname,Ngân hàng thật,NONE,synthetic
ViSmish_08726,**Siêu May Mắn Club** (Nạp 30k nhận 200k) 1 vòng cược rút MAX 8.000k. Nổ Hũ. Đánh Bạc. Bắn Cá. SMS: t.ly/sm200 dZ9x,1,1,0,personal_number,Cờ bạc / Betting,Level 0 - Formal,paraphrased
ViSmish_08727,"Ê mày, hình hôm bữa đi chơi tao up lên đây rồi nha, vào tiktok-jobs.net tải về lẹ đi tao sắp xóa.",1,1,0,personal_number,Khác,Level 0 - Formal,synthetic_hard_positive
ViSmish_08731,Chào em gái xinh tươi tại Sài Gòn! Nhanh tay kết bạn ngay: https://alo.me/g/sgn_flirt_fast 9XvL,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08733,MSB: Tài khoản của bạn đang tạm dừng do nghi ngờ giao dịch bất hợp lệ. Truy cập lien-ket-msb.vn ngay để xác nhận và kích hoạt lại tài khoản.,1,1,0,brandname,Giả mạo ngân hàng,Level 0 - Formal,paraphrased
ViSmish_08734,**Tin nhắn đã viết lại:** Bạn đang cần tiền gấp? Tham gia ngay: t.ly/cashnow_urgent,1,1,0,personal_number,Nội dung nhạy cảm,Level 4 - Mixed special characters,paraphrased
ViSmish_08735,"Vietnamobile THONG BAO: QK 0912345678 co khoan tien hoan phi dich vu 20,000,000 VND. Goi 19001234 de nhan ve the ngan hang hoac vi dien tu.",1,0,1,brandname,Khác,Level 2 - Leet nặng,synthetic_hard_positive
ViSmish_08736,Chi oi lat di cho mua giup em it hanh voi ngo nhe.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08737,BHXH: Quý ông đã đủ điều kiện nhận hỗ trợ theo Quyết định 2547. Truy cập ngay: http://bit.do/htr2547. QUÁ HẠN KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 2 - Leet nặng,paraphrased
ViSmish_08738,BHXH: Quý khách (B5) vừa đủ điều kiện nhận tiền hỗ trợ đợt 2. Truy cập ngay dantaisinhvien.vn để nhận. Quá hạn sẽ không được chấp thuận.,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_08739,BHXH VIET NAM: Quy khach da hoan tat nop tien BHXH tu nguyen thang 10/2024. Cam on Quy khach da tham gia he thong an sinh xa hoi.,0,0,0,brandname,Dịch vụ công thật,NONE,synthetic
ViSmish_08740,Shop Quan Ao nhan dc chuyen khoan cua ban roi nhe. Se ship som.,0,0,0,personal_number,Tin nhắn cá nhân và OTP,NONE,synthetic
ViSmish_08741,Hỗ trợ QĐ-205: Bạn đủ điều kiện nhận trợ cấp BHXH. Nhận ngay tại: link.bhxhtro.capital. QUÁ HẠN SẼ MẤT TIỀN! LhH8x,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
ViSmish_08742,"[TB] Luu luong data goi ST7K cua Quy khach chi con duoi 50MB. De tiep tuc truy cap Internet toc do cao, Quy khach co the mua them goi ST5K (500MB/5k/ngay) soan ST5K gui 191. LH 198.",0,0,1,shortcode,Viễn thông,NONE,synthetic
ViSmish_08743,Tìm kiếm những người bạn tâm giao tại khu vực quán cà phê sách Lạc Long Quân – Instagram: @cafe_sach_hoatieu. Hãy nhắn tin cho tôi nhé!,1,1,0,personal_number,Nội dung nhạy cảm,Level 0 - Formal,paraphrased
ViSmish_08744,Bo LD-TB-XH: Anh (Chị) đã đủ điều kiện nhận hỗ trợ QĐ-247 với số tiền 7.500.000đ. Truy cập ngay tại day: bit.ly/85kLmQx để nhận. QUA HẠN SẼ KHÔNG ĐƯỢC CHẤP NHẬN!,1,1,0,personal_number,BHXH / Trợ cấp giả,Level 0 - Formal,paraphrased
