review_key,sample_id,decision,review_note,reviewed_at,source_dataset,source_file,source_row_id,content,normalized,hard_case_type,flags,filter_reason,reject_reason
"vilexnorm|data/external/vilexnorm/raw/train.csv|6669|Những ng mà nói rằng 6-7tr cũng đủ sống, thì mới chỉ là đang thực hiện hành động ""tồn tại"" thôi",vilexnorm_hardneg_00496,accept,,2026-05-21T05:14:50+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6669,"Những ng mà nói rằng 6-7tr cũng đủ sống, thì mới chỉ là đang thực hiện hành động ""tồn tại"" thôi","Những người mà nói rằng 6-7tr cũng đủ sống, thì mới chỉ là đang thực hiện hành động ""tồn tại"" thôi",money_like,has_abbreviation;has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6674|thì xin thưa là em cũng đếu biết lý do nên cũng chỉ vào hóng xem bác nào biết câu trả lời chia sẻ thôi.,vilexnorm_hardneg_00497,reject,,2026-05-21T05:14:52+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6674,thì xin thưa là em cũng đếu biết lý do nên cũng chỉ vào hóng xem bác nào biết câu trả lời chia sẻ thôi.,thì xin thưa là em cũng đéo biết lý do nên cũng chỉ vào hóng xem bác nào biết câu trả lời chia sẻ thôi.,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6687|Trời ơi sao tui thấy tui đâu đây   nt đòi tiền nó còn tl thêm câu t khổ gần chết có là t đưa m xài rồi  mình nghĩ ủa mình có phải mượn nợ nó đâu mình là chủ nợ nó mà trời có là đưa ủa rồi nào m mới có ??,vilexnorm_hardneg_00498,accept,,2026-05-21T05:14:58+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6687,Trời ơi sao tui thấy tui đâu đây   nt đòi tiền nó còn tl thêm câu t khổ gần chết có là t đưa m xài rồi  mình nghĩ ủa mình có phải mượn nợ nó đâu mình là chủ nợ nó mà trời có là đưa ủa rồi nào m mới có ??,Trời ơi sao tui thấy tui đâu đây nhắn tin đòi tiền nó còn trả lời thêm câu tao khổ gần chết có là tao đưa mày xài rồi mình nghĩ ủa mình có phải mượn nợ nó đâu mình là chủ nợ nó mà trời có là đưa ủa rồi nào mày mới có ??,finance_like;cta_like,has_abbreviation;has_finance_keyword;has_slang;has_soft_cta_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6698|Hồi t 19t còn đang vừa học vừa đi làm thêm tháng lg có 1 chẹo,vilexnorm_hardneg_00499,accept,,2026-05-21T05:15:01+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6698,Hồi t 19t còn đang vừa học vừa đi làm thêm tháng lg có 1 chẹo,Hồi tôi 19t còn đang vừa học vừa đi làm thêm tháng lương có 1 triệu,money_like,has_abbreviation;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6718|m t với nhân viên thì công ty cũng văn hoá quá,vilexnorm_hardneg_00500,accept,,2026-05-21T05:15:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6718,m t với nhân viên thì công ty cũng văn hoá quá,mày tao với nhân viên thì công ty cũng văn hoá quá,job_like,has_abbreviation;has_job_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|6732|bà này mặt xinh, cơ thể có mũm mĩm thì vẫn chia rõ ngực - eo - mông, chưa kể còn đ bị bắp tay to =))))",vilexnorm_hardneg_00501,reject,,2026-05-21T05:15:13+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6732,"bà này mặt xinh, cơ thể có mũm mĩm thì vẫn chia rõ ngực - eo - mông, chưa kể còn đ bị bắp tay to =))))","bà này mặt xinh, cơ thể có mũm mĩm thì vẫn chia rõ ngực - eo - mông, chưa kể còn đéo bị bắp tay to =))))",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|6744|ghét nhất thể loại bới đồ ăn, k ăn đc đừng ăn hoặc chờ ngta gắp hết mỡ nó lòi ra nạc rồi hẵng gắp  ai lại bới nvay mất hết điểm",vilexnorm_hardneg_00502,reject,,2026-05-21T05:15:14+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6744,"ghét nhất thể loại bới đồ ăn, k ăn đc đừng ăn hoặc chờ ngta gắp hết mỡ nó lòi ra nạc rồi hẵng gắp  ai lại bới nvay mất hết điểm","ghét nhất thể loại bới đồ ăn, không ăn được đừng ăn hoặc chờ người ta gắp hết mỡ nó lòi ra nạc rồi hẵng gắp  ai lại bới như vậy mất hết điểm",finance_like,has_abbreviation;has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6767|vãi chg t ko ngờ mày là như vậy,vilexnorm_hardneg_00503,accept,,2026-05-21T05:15:19+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6767,vãi chg t ko ngờ mày là như vậy,vãi chưởng tao không ngờ mày là như vậy,sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6810|19 tuổi t vẫn đang rót bia quán hát 150k/ca/2 tiếng.,vilexnorm_hardneg_00504,accept,,2026-05-21T05:15:21+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6810,19 tuổi t vẫn đang rót bia quán hát 150k/ca/2 tiếng.,19 tuổi tôi vẫn đang rót bia quán hát 150k/ca/2 tiếng.,money_like,has_abbreviation;has_money_amount,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|6816|Gắp vào bát xong cắn thịt nạc mà ăn, t ko ăn đc mỡ ăn cơm ở nhà với bố mẹ còn đ dám bới đâu nữa là đến nhà ny",vilexnorm_hardneg_00505,reject,,2026-05-21T05:16:27+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6816,"Gắp vào bát xong cắn thịt nạc mà ăn, t ko ăn đc mỡ ăn cơm ở nhà với bố mẹ còn đ dám bới đâu nữa là đến nhà ny","Gắp vào bát xong cắn thịt nạc mà ăn, tôi không ăn được mỡ ăn cơm ở nhà với bố mẹ còn đéo dám bới đâu nữa là đến nhà người yêu",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6818|Ng Hải Phòng nch vs nhau bằng tay à,vilexnorm_hardneg_00506,accept,,2026-05-21T05:16:33+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6818,Ng Hải Phòng nch vs nhau bằng tay à,Người Hải Phòng nói chuyện với nhau bằng tay à,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6853|dkm đ phải riêng t nhé,vilexnorm_hardneg_00507,accept,,2026-05-21T05:16:34+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6853,dkm đ phải riêng t nhé,dkm đéo phải riêng tôi nhé,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6866|t còn cất công tìm video hoàn cảnh giống m nữa đó,vilexnorm_hardneg_00508,accept,,2026-05-21T05:16:36+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6866,t còn cất công tìm video hoàn cảnh giống m nữa đó,tao còn cất công tìm video hoàn cảnh giống mày nữa đó,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|6869|Có tháng ck t còn dưới 10 chẹo, và sắp sửa nợ hơi bị nhiều",vilexnorm_hardneg_00509,accept,,2026-05-21T05:16:38+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6869,"Có tháng ck t còn dưới 10 chẹo, và sắp sửa nợ hơi bị nhiều","Có tháng chồng t còn dưới 10 triệu, và sắp sửa nợ hơi bị nhiều",finance_like;money_like,has_abbreviation;has_finance_keyword;has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6886|lam ca si trong phong tam,vilexnorm_hardneg_00510,accept,,2026-05-21T05:16:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6886,lam ca si trong phong tam,làm ca sĩ trong phòng tắm,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6896|Lấy vợ lúc lương 0 đ,vilexnorm_hardneg_00511,reject,,2026-05-21T05:16:41+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6896,Lấy vợ lúc lương 0 đ,Lấy vợ lúc lương 0 đồng,money_like,has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6901|củng hĩu mấy con mèo thích vô phòng he,vilexnorm_hardneg_00512,accept,,2026-05-21T05:16:44+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6901,củng hĩu mấy con mèo thích vô phòng he,cũng hiểu mấy con mèo thích vô phòng ha,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6932|chứ đél ai bới để tìm miếng thịt k có da đúng k nào,vilexnorm_hardneg_00513,reject,,2026-05-21T05:16:48+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6932,chứ đél ai bới để tìm miếng thịt k có da đúng k nào,chứ đéo ai bới để tìm miếng thịt không có da đúng không nào,sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6940|Thế mà déo phải cái ô tô nhỉ,vilexnorm_hardneg_00514,accept,,2026-05-21T05:16:50+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6940,Thế mà déo phải cái ô tô nhỉ,Thế mà đéo phải cái ô tô nhỉ,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6942|đợi em có ngiu mà nó cắm sừng em thì em cũng rủ cả phòng chị đi,vilexnorm_hardneg_00515,accept,,2026-05-21T05:16:53+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6942,đợi em có ngiu mà nó cắm sừng em thì em cũng rủ cả phòng chị đi,đợi em có người yêu mà nó cắm sừng em thì em cũng rủ cả phòng chị đi,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|6952|Hải Phòng là ko lòng vòng,nhưng ở đâu chẳng có người nọ người kia",vilexnorm_hardneg_00516,reject,,2026-05-21T05:16:58+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6952,"Hải Phòng là ko lòng vòng,nhưng ở đâu chẳng có người nọ người kia","Hải Phòng là không lòng vòng,nhưng ở đâu chẳng có người nọ người kia",sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6958|vay vay cái đb lúc đòi như đi xin nhà cno vậy,vilexnorm_hardneg_00517,accept,,2026-05-21T05:17:00+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6958,vay vay cái đb lúc đòi như đi xin nhà cno vậy,vay vay cái đầu buồi lúc đòi như đi xin nhà chúng nó vậy,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|6992|Bạn tốt là phải thấy khó khăn phải nhiệt tình giúp đỡ chứ kp là nhờ vả nhẹ cái nó đã từ chối rùi thể loại nó cút cmn đi khỏi hãm ..,vilexnorm_hardneg_00518,accept,,2026-05-21T05:17:02+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,6992,Bạn tốt là phải thấy khó khăn phải nhiệt tình giúp đỡ chứ kp là nhờ vả nhẹ cái nó đã từ chối rùi thể loại nó cút cmn đi khỏi hãm ..,Bạn tốt là phải thấy khó khăn phải nhiệt tình giúp đỡ chứ không phải là nhờ vả nhẹ cái nó đã từ chối rồi thể loại nó cút con mẹ nó đi khỏi hãm ..,sensitive_review,has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7002|hoc deo hiu gi hecccc eeeeeee,vilexnorm_hardneg_00519,accept,,2026-05-21T05:17:04+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7002,hoc deo hiu gi hecccc eeeeeee,học đéo hiểu gì hết á,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7006|2 vc mình tổng lương 20tr,nuôi con hết 5tr,lãi NG hết 5tr,chi phí gia đình rớt vào khoảng 5tr,lương thấp mà gặp phải cô vợ có suy nghĩ què cụt thì nhanh nát gia đình lắm",vilexnorm_hardneg_00520,accept,,2026-05-21T05:17:07+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7006,"2 vc mình tổng lương 20tr,nuôi con hết 5tr,lãi NG hết 5tr,chi phí gia đình rớt vào khoảng 5tr,lương thấp mà gặp phải cô vợ có suy nghĩ què cụt thì nhanh nát gia đình lắm","2 vợ chồng mình tổng lương 20tr,nuôi con hết 5tr,lãi NG hết 5tr,chi phí gia đình rớt vào khoảng 5tr,lương thấp mà gặp phải cô vợ có suy nghĩ què cụt thì nhanh nát gia đình lắm",money_like,has_abbreviation;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7007|Trc dạy c3 mua tk vĩnh viễn để dùng, chuyển về c2 bỏ xó vì cấp 2 không dùng =)))",vilexnorm_hardneg_00521,accept,,2026-05-21T05:17:13+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7007,"Trc dạy c3 mua tk vĩnh viễn để dùng, chuyển về c2 bỏ xó vì cấp 2 không dùng =)))","Trước dạy c3 mua tài khoản vĩnh viễn để dùng, chuyển về c2 bỏ xó vì cấp 2 không dùng =)))",finance_like,has_finance_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7020|Thế éo nào lại vớ thêm được bà giúp việc vui tính, trực tiếp kêu nó mang cả cái khúc cây to đùng vào và bảo: ""Yên tâm đi, to thế này mẹ cháu không đánh đâu"".",vilexnorm_hardneg_00522,accept,,2026-05-21T05:17:22+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7020,"Thế éo nào lại vớ thêm được bà giúp việc vui tính, trực tiếp kêu nó mang cả cái khúc cây to đùng vào và bảo: ""Yên tâm đi, to thế này mẹ cháu không đánh đâu"".","Thế đéo nào lại vớ thêm được bà giúp việc vui tính, trực tiếp kêu nó mang cả cái khúc cây to đùng vào và bảo: ""Yên tâm đi, to thế này mẹ cháu không đánh đâu"".",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7023|Tóc bà kia bóng vã ò trượt ván được luôn ấy,vilexnorm_hardneg_00523,accept,,2026-05-21T05:17:24+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7023,Tóc bà kia bóng vã ò trượt ván được luôn ấy,Tóc bà kia bóng vãi à trượt ván được luôn ấy,sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_slang,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7024|Kiếm tiền dễ vậy sao k rủ cả họ vào mà bán :)),vilexnorm_hardneg_00524,accept,,2026-05-21T05:17:26+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7024,Kiếm tiền dễ vậy sao k rủ cả họ vào mà bán :)),Kiếm tiền dễ vậy sao không rủ cả họ vào mà bán :)),money_like,has_money_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7032|Mình cũng từng gặp trường hợp sếp với nvien như này rồi  nhỉ =)),vilexnorm_hardneg_00525,accept,,2026-05-21T05:17:28+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7032,Mình cũng từng gặp trường hợp sếp với nvien như này rồi  nhỉ =)),Mình cũng từng gặp trường hợp sếp với nhân viên như này rồi  nhỉ =)),job_like,has_job_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7041|bữa t cầm cây kẻ mày đi thi cuối khóa nè :))),vilexnorm_hardneg_00526,accept,,2026-05-21T05:17:30+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7041,bữa t cầm cây kẻ mày đi thi cuối khóa nè :))),bữa tôi cầm cây kẻ mày đi thi cuối khóa nè :))),warning_like,has_abbreviation;has_warning_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7045|Trấn thành đem công an lên tới nhà bạn bây giờ bớt khịa ngta đi,vilexnorm_hardneg_00527,accept,,2026-05-21T05:18:03+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7045,Trấn thành đem công an lên tới nhà bạn bây giờ bớt khịa ngta đi,Trấn thành đem công an lên tới nhà bạn bây giờ bớt khịa người ta đi,authority_like,has_authority_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7046|Hôn x t mất cmn hứng luôn , xong 2 vck cãi nhau , thế là mỗi đứa 1 góc giường",vilexnorm_hardneg_00528,accept,,2026-05-21T05:18:52+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7046,"Hôn x t mất cmn hứng luôn , xong 2 vck cãi nhau , thế là mỗi đứa 1 góc giường","Hôn x tôi mất cmn hứng luôn , xong 2 vợ chồng cãi nhau , thế là mỗi đứa 1 góc giường",sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7047|Disney có tuyển vai câm ko e ko bt nói tiếng anh,vilexnorm_hardneg_00529,accept,,2026-05-21T05:20:00+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7047,Disney có tuyển vai câm ko e ko bt nói tiếng anh,Disney có tuyển vai câm không em không biết nói tiếng anh,job_like,has_job_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7049|nhớ quả nhìn thùng rác bảo là c.an k =))),vilexnorm_hardneg_00530,accept,,2026-05-21T05:20:11+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7049,nhớ quả nhìn thùng rác bảo là c.an k =))),nhớ quả nhìn thùng rác bảo là công an không =))),authority_like,has_authority_keyword;has_teencode,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7058|e gái đi viện nằm phòng VIP nhé ,tuyệt đối ko đưa bhyt ,rồi lại hoang mang ,vài ngày lại kêu đau đầu ,sợ hãi ng lạ",vilexnorm_hardneg_00531,accept,,2026-05-21T05:20:13+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7058,"e gái đi viện nằm phòng VIP nhé ,tuyệt đối ko đưa bhyt ,rồi lại hoang mang ,vài ngày lại kêu đau đầu ,sợ hãi ng lạ","em gái đi viện nằm phòng VIP nhé ,tuyệt đối không đưa bảo hiểm y tế ,rồi lại hoang mang ,vài ngày lại kêu đau đầu ,sợ hãi người lạ",sensitive_review,has_abbreviation;has_sensitive_review_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7062|Nhưng mà chốt câu vẫn là đưa tk đây,vilexnorm_hardneg_00532,accept,,2026-05-21T05:20:16+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7062,Nhưng mà chốt câu vẫn là đưa tk đây,Nhưng mà chốt câu vẫn là đưa tài khoản đây,finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7111|Đúng cái nết éo thể mê đc.,vilexnorm_hardneg_00533,accept,,2026-05-21T05:20:18+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7111,Đúng cái nết éo thể mê đc.,Đúng cái nết đéo thể mê được.,sensitive_review,has_abbreviation;has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7114|Chua lè chua lét cno thèm vào :))),vilexnorm_hardneg_00534,accept,,2026-05-21T05:20:20+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7114,Chua lè chua lét cno thèm vào :))),Chua lè chua lét chúng nó thèm vào :))),finance_like,has_finance_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7116|Đợi các bạn nợ phải gọi là tính  theo năm chứ k phải ngày hay tháng...,vilexnorm_hardneg_00535,accept,,2026-05-21T05:20:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7116,Đợi các bạn nợ phải gọi là tính  theo năm chứ k phải ngày hay tháng...,Đợi các bạn nợ phải gọi là tính theo năm chứ không phải ngày hay tháng...,finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7118|may ko cưới đứa kêu tháng 10tr chưa đủ ko thì lại mang tiếng thằng bị vợ bỏ,vilexnorm_hardneg_00536,accept,,2026-05-21T05:53:35+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7118,may ko cưới đứa kêu tháng 10tr chưa đủ ko thì lại mang tiếng thằng bị vợ bỏ,may không cưới đứa kêu tháng 10tr chưa đủ không thì lại mang tiếng thằng bị vợ bỏ,money_like,has_money_amount;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7124|Chắc tưởng đc lương 10tr dễ lắm ha gì =..= t lương 8tr nha :))),vilexnorm_hardneg_00537,accept,,2026-05-21T05:53:55+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7124,Chắc tưởng đc lương 10tr dễ lắm ha gì =..= t lương 8tr nha :))),Chắc tưởng được lương 10tr dễ lắm ha gì =..= tôi lương 8tr nha :))),money_like,has_abbreviation;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7155|r khok tin đc lên đh sẽ p học tiếp cái đó luong°,vilexnorm_hardneg_00538,accept,,2026-05-21T05:54:07+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7155,r khok tin đc lên đh sẽ p học tiếp cái đó luong°,rồi không tin được lên đại học sẽ phải học tiếp cái đó luôn,money_like,has_abbreviation;has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7167|Lúc tìm cty thực tập, cũng may mắn tìm dc cty sau 1 lần pv, lương thử việc 12tr, mà tui làm 3 ngày nghỉ ngang",vilexnorm_hardneg_00539,accept,,2026-05-21T05:54:08+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7167,"Lúc tìm cty thực tập, cũng may mắn tìm dc cty sau 1 lần pv, lương thử việc 12tr, mà tui làm 3 ngày nghỉ ngang","Lúc tìm công ty thực tập, cũng may mắn tìm được công ty sau 1 lần phỏng vấn, lương thử việc 12tr, mà tui làm 3 ngày nghỉ ngang",money_like,has_abbreviation;has_money_amount;has_money_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7192|Bảo sao trương trình phỏng vấn tân sinh viên toàn nghĩ sẽ nhận việc min 15tr chứ dưới khỏi làm.,vilexnorm_hardneg_00540,accept,,2026-05-21T05:54:09+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7192,Bảo sao trương trình phỏng vấn tân sinh viên toàn nghĩ sẽ nhận việc min 15tr chứ dưới khỏi làm.,Bảo sao chương trình phỏng vấn tân sinh viên toàn nghĩ sẽ nhận việc min 15tr chứ dưới khỏi làm.,money_like,has_money_amount,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7219|Mình k có nhiều để cho vay nhiều,vilexnorm_hardneg_00541,accept,,2026-05-21T05:54:12+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7219,Mình k có nhiều để cho vay nhiều,Mình không có nhiều để cho vay nhiều,finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7230|thật sự nếu đủ tèn hãy sắm máy lạnh chứ hồi xưa cũng như vậy 1 buổi trưa bay 5k tiền nc đá,vilexnorm_hardneg_00542,accept,,2026-05-21T05:54:18+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7230,thật sự nếu đủ tèn hãy sắm máy lạnh chứ hồi xưa cũng như vậy 1 buổi trưa bay 5k tiền nc đá,thật sự nếu đủ tiền hãy sắm máy lạnh chứ hồi xưa cũng như vậy 1 buổi trưa bay 5k tiền nước đá,money_like,has_money_amount,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7244|Gọi đéo dậy, bảo giờ đầu óc e chẳng nhớ gì",vilexnorm_hardneg_00543,accept,,2026-05-21T05:54:20+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7244,"Gọi đéo dậy, bảo giờ đầu óc e chẳng nhớ gì","Gọi đéo dậy, bảo giờ đầu óc em chẳng nhớ gì",sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7245|tạo cái account tinder lên coi thử coi phải dị hong,vilexnorm_hardneg_00544,accept,,2026-05-21T05:54:24+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7245,tạo cái account tinder lên coi thử coi phải dị hong,tạo cái account tinder lên coi thử coi phải vậy không,sensitive_review,has_sensitive_review_keyword;has_soft_cta_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7254|Vô duyên thật chứ đùa đ đâu,vilexnorm_hardneg_00545,accept,,2026-05-21T05:54:35+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7254,Vô duyên thật chứ đùa đ đâu,Vô duyên thật chứ đùa đéo đâu,sensitive_review,has_sensitive_review_keyword,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7269|Ko cho ai vay hết,vilexnorm_hardneg_00546,accept,,2026-05-21T05:54:36+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7269,Ko cho ai vay hết,Không cho ai vay hết,finance_like,has_finance_keyword;has_teencode,risk_surface_without_strong_reject,
vilexnorm|data/external/vilexnorm/raw/train.csv|7277|T thấy đầy thằng chả có lương đồng nào vẫn lấy vợ đẻ con sòn sòn kìa,vilexnorm_hardneg_00547,accept,,2026-05-21T05:54:38+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7277,T thấy đầy thằng chả có lương đồng nào vẫn lấy vợ đẻ con sòn sòn kìa,Tôi thấy đầy thằng chả có lương đồng nào vẫn lấy vợ đẻ con sòn sòn kìa,money_like,has_abbreviation;has_money_keyword,risk_surface_without_strong_reject,
"vilexnorm|data/external/vilexnorm/raw/train.csv|7278|cả đời k dám cho ai mượn nợ luôn á, sợ phải quỳ lạy người ta trả nợ cho mình.",vilexnorm_hardneg_00548,accept,,2026-05-21T05:54:40+00:00,vilexnorm,data/external/vilexnorm/raw/train.csv,7278,"cả đời k dám cho ai mượn nợ luôn á, sợ phải quỳ lạy người ta trả nợ cho mình.","cả đời không dám cho ai mượn nợ luôn á, sợ phải quỳ lạy người ta trả nợ cho mình.",finance_like,has_finance_keyword;has_informal_spelling;has_teencode,risk_surface_without_strong_reject,
